FinalID,FinalIDassigned,Phylum,Class,Order,Family,Genus,
Navicula sp 5 SCCWRP BSL,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 5 SCCWRP JPK,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 5 SWAMP JR,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 6,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 6 SCCWRP BSL,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 6 SCCWRP JPK,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 6 SWAMP JR,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 7,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 7 CSU,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 7 SWAMP JR,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 8,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 8 SCCWRP BSL,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 9,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp 9 SCCWRP BSL,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp A SWAMP BSL,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp A SWAMP EWT,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp A SWAMP JPK,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp A SWAMP KB,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp B SWAMP BSL,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp B SWAMP EWT,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp B SWAMP JPK,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp B SWAMP KB,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp C SWAMP BSL,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp C SWAMP EWT,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp C SWAMP KB,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp D SWAMP BSL,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp D SWAMP EWT,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp D SWAMP JPK,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp D SWAMP KB,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp E SWAMP BSL,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp E SWAMP EWT,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp E SWAMP KB,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula sp F SWAMP KB,Navicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula splendicula,Navicula splendicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula splendicula VanLandingham,Navicula splendicula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula stankovici,Navicula stankovici,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula stankovici Hustedt,Navicula stankovici,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula striolata,Navicula striolata,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula subinflatoides,Navicula subinflatoides,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula subinflatoides Hustedt,Navicula subinflatoides,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula submuralis,Navicula submuralis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula submuralis Hustedt,Navicula submuralis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula subrhynchocephala,Navicula subrhynchocephala,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula subrhynchocephala Hustedt,Navicula subrhynchocephala,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula subrostellata,Navicula subrostellata,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula subrotundata,Navicula subrotundata,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula subrotundata Hustedt,Navicula subrotundata,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula supergregaria,Navicula supergregaria,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula symmetrica,Navicula symmetrica,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula tenelloides,Navicula tenelloides,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula tenelloides Hustedt,Navicula tenelloides,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula tenuipunctata,Navicula tenuipunctata,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula tridentula,Navicula tridentula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula trilatera,Navicula trilatera,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula tripunctata,Navicula tripunctata,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula triundulata,Navicula triundulata,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula trivialis,Navicula trivialis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula trivialis Lange-Bertalot,Navicula trivialis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula upsaliensis,Navicula upsaliensis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula upsaliensis (Grunow in Van Heurck) M Peragallo,Navicula upsaliensis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula upsaliensis (Grunow in Van Heurck) M. Peragallo,Navicula upsaliensis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula vandamii,Navicula vandamii,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula vandamii var mertensiae,Navicula vandamii var mertensiae,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula veneta,Navicula veneta,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula ventralis,Navicula ventralis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula vilaplanii,Navicula vilaplanii,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula viridula,Navicula viridula,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula viridula var linearis,Navicula viridula var linearis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula viridula var linearis Hustedt,Navicula viridula var linearis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula viridula var. linearis Hustedt,Navicula viridula var linearis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula viridulacalcis,Navicula viridulacalcis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula viridulacalcis subsp viridulacalcis,Navicula viridulacalcis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
"Navicula viridulacalcis subsp viridulacalcis Rumrich & Lange-Bertalot in U Rumrich, H Lange-Bertalot, & M Rumrich",Navicula viridulacalcis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
"Navicula viridulacalcis subsp viridulacalcis Rumrich & Lange-Bertalot in U. Rumrich, H. Lange-Bertalot, & M. Rumrich",Navicula viridulacalcis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula vitabunda,Navicula vitabunda,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula vulpina,Navicula vulpina,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula walkeri,Navicula walkeri,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula weberi,Navicula weberi,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula wiesneri,Navicula wiesneri,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Navicula wildii,Navicula wildii,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
Naviculaceae,Naviculaceae,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,NA,
Naviculales,Naviculales,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,
Neidiopsis,Neidiopsis,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidiopsis,
Neidiopsis levanderi,Neidiopsis levanderi,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidiopsis,
Neidiopsis sp A SWAMP KB,Neidiopsis,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidiopsis,
Neidium,Neidium,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium affine,Neidium affine,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium affine var longiceps,Neidium affine var longiceps,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium alpinum,Neidium alpinum,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium ampliatum,Neidium ampliatum,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium ampliatum (Ehrenberg) Krammer in Krammer & Lange-Bertalot,Neidium ampliatum,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium apiculatum var constrictum,Neidium apiculatum var constrictum,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium binodeforme,Neidium binodeforme,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium binodeforme Krammer in Krammer & Lange-Bertalot,Neidium binodeforme,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium binodis,Neidium binodis,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium binodis (Ehrenberg) Hustedt,Neidium binodis,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium bisulcatum,Neidium bisulcatum,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium cf binodeforme SWAMP KB,Neidium,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium cf bisulcatum SWAMP KB,Neidium,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium cf dubium,Neidium,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium dubium,Neidium dubium,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium dubium (Ehrenberg) Cleve,Neidium dubium,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium hercynicum,Neidium hercynicum,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium iridis,Neidium iridis,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium productum,Neidium productum,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium septentrionalis,Neidium septentrionalis,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium sp 1 SWAMP KB,Neidium,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium sp A SWAMP BSL,Neidium,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium sp A SWAMP EWT,Neidium,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium stoermeri,Neidium stoermeri,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Neidium tenuissimum,Neidium tenuissimum,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,
Nephrocytium,Nephrocytium,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Nephrocytium,
Nephrocytium agardhianum,Nephrocytium agardhianum,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Nephrocytium,
Nephrocytium cf agardhianum,Nephrocytium,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Nephrocytium,
Nephrocytium cf limneticum,Nephrocytium,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Nephrocytium,
Nephrocytium limneticum,Nephrocytium limneticum,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Nephrocytium,
Nephrocytium limneticum (G.M. Sm.) G.M. Sm.,Nephrocytium limneticum,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Nephrocytium,
Netrium,Netrium,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Netrium,
Netrium cf digitus,Netrium,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Netrium,
Netrium digitus,Netrium digitus,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Netrium,
Nitella,Nitella,Charophyta,Charophyceae,Charales,Characeae,Nitella,
Nitella hyalina,Nitella hyalina,Charophyta,Charophyceae,Charales,Characeae,Nitella,
Nitella cf tenuissima,Nitella,Charophyta,Charophyceae,Charales,Characeae,Nitella,
Nitella sp 1,Nitella,Charophyta,Charophyceae,Charales,Characeae,Nitella,
Nitella tenuissima,Nitella tenuissima,Charophyta,Charophyceae,Charales,Characeae,Nitella,
Nitzschia,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia acicularioides,Nitzschia acicularioides,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia acicularis,Nitzschia acicularis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia acidoclinata,Nitzschia acidoclinata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia aequorea,Nitzschia aequorea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia agnita,Nitzschia agnita,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia alpina,Nitzschia alpina,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia alpinobacillum,Nitzschia alpinobacillum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia amphibia,Nitzschia amphibia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia amphibia f frauenfeldii,Nitzschia amphibia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia amphibia Grunow,Nitzschia amphibia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia amphibioides,Nitzschia amphibioides,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia amphibioides Hustedt,Nitzschia amphibioides,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia amplectens,Nitzschia amplectens,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia angustata,Nitzschia angustata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia angustatula,Nitzschia angustatula,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia archibaldii,Nitzschia archibaldii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia archibaldii Lange-Bertalot,Nitzschia archibaldii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia aurariae,Nitzschia aurariae,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia aurariae Cholnoky,Nitzschia aurariae,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia austriaca,Nitzschia austriaca,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia austriaca Hustedt,Nitzschia austriaca,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bacilliformis,Nitzschia bacilliformis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bacillum,Nitzschia bacillum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bacillum Hustedt,Nitzschia bacillum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia balcanica,Nitzschia balcanica,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia behrei,Nitzschia behrei,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bita,Nitzschia bita,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bremensis,Nitzschia bremensis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia brevissima,Nitzschia brevissima,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia brunoi,Nitzschia brunoi,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bryophila,Nitzschia bryophila,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bryophila (Hustedt) Hustedt,Nitzschia bryophila,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bulnheimiana,Nitzschia bulnheimiana,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia calica,Nitzschia calica,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia calica Grunow in Cleve & Grunow,Nitzschia calica,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia capitellata,Nitzschia capitellata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia capitellata Hustedt in Schmidt et al,Nitzschia capitellata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia capitellata Hustedt in Schmidt et al.,Nitzschia capitellata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf acicularis,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf alpina SWAMP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf amphibia SCCWRP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf amphibia SWAMP KB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf archibaldii,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf bacillum,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf bacillum R6 JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf capitellata,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf commutata SCCWRP BSL,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf desertorum,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf desertorum SCCWRP BSL,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf dubia SWAMP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf fonticola,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf fonticola SWAMP KB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf fossilis,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf frustulum R6 JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf frustulum SWAMP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf gracilis,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf hantzschiana,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf inconspicua,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf inconspicua SWAMP KB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf lacuum SCCWRP MCB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf leistikowii DWB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf liebethruthii SWAMP KB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf liebetruthii SWAMP R1 JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf microcephala SCCWRP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf minuta SWAMP KB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf oregona,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf palea SWAMP KB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf paleacea,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf paleacea SWAMP R1 JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf pellucida,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf prolongata,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf rosenstockii,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf rosenstockii SWAMP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf sigma,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf solita,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf solita SWAMP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf solita SWAMP KB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf subacicularis,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf suchlandtii,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf supralitorea,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf umbonata SCCWRP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf umbonata SWAMP JPK,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf valdecostata SWAMP KB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf vasta,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf wuellerstorffii,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia cf wuellerstorffii DWB,Nitzschia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia clausii,Nitzschia clausii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia clausii Hantzsch,Nitzschia clausii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia closterium,Nitzschia closterium,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia columbiana,Nitzschia columbiana,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia communis,Nitzschia communis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia communis Rabenhorst,Nitzschia communis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia commutata,Nitzschia commutata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
